Sample,Condition,Electrode,Epoch,Theta_Power
1,1-back,F4,15,8.716414168679732e-09
1,1-back,F4,16,1.8854275037320864e-08
1,1-back,F4,17,6.874395548051031e-08
1,1-back,F4,18,6.361911235204435e-08
1,1-back,F4,19,2.0622224617352363e-08
1,1-back,F4,20,5.6508174387027824e-08
1,1-back,F4,21,1.935259628636982e-08
1,1-back,F4,22,1.0259071740413148e-07
1,1-back,F4,23,2.4713720577389977e-08
1,1-back,F4,24,2.7532020649060474e-08
1,1-back,F4,25,4.736026005389889e-08
1,1-back,F4,26,8.285156117431078e-08
1,1-back,F4,27,2.5563273105021345e-08
1,1-back,F4,28,8.084530020007655e-08
1,1-back,F4,29,3.5364639020519744e-08
1,1-back,F4,30,1.6779494488924106e-08
1,1-back,F4,31,6.712722392593794e-08
1,1-back,F4,32,3.480099948558973e-08
1,1-back,F4,33,5.253704234971514e-08
1,1-back,F4,34,1.5266130533696783e-08
1,1-back,F4,35,1.0654719816092182e-08
1,1-back,F4,36,1.0413911612736101e-08
1,1-back,F4,37,9.40000202762617e-09
1,1-back,F4,38,9.473469123857198e-09
1,1-back,F4,39,1.5524600472358468e-08
1,1-back,F4,40,6.268747879816015e-08
1,1-back,F4,41,2.3712911112334194e-08
1,1-back,F4,42,3.6286305445497805e-08
1,1-back,F4,43,3.3505205647354364e-08
1,1-back,F4,44,1.5252039542542026e-08
1,1-back,F4,45,4.494923183144964e-08
1,1-back,F4,46,1.4755316373502227e-08
1,1-back,F4,47,2.604753784135034e-08
1,1-back,F4,48,1.2936671222014297e-08
1,1-back,F4,49,2.0156371907168926e-08
1,1-back,F7,1,2.9084216155728864e-08
1,1-back,F7,2,1.0058634206209251e-07
1,1-back,F7,3,1.6979418642329278e-07
1,1-back,F7,4,2.38804359750076e-08
1,1-back,F7,5,8.099758103248312e-08
1,1-back,F7,6,1.2427092843116984e-08
1,1-back,F7,7,9.061169501005373e-08
1,1-back,F7,8,2.6827781350519297e-08
1,1-back,F7,9,1.2540925770634542e-07
1,1-back,F7,10,3.2163609927060786e-08
1,1-back,F7,11,2.2363170815299276e-08
1,1-back,F7,12,1.9393656205958507e-08
1,1-back,F7,13,1.5414292102237077e-08
1,1-back,F7,14,4.521350186410553e-08
1,1-back,F7,15,1.0188259816951311e-08
1,1-back,F7,16,1.585320111987091e-08
1,1-back,F7,17,9.507683214740784e-08
1,1-back,F7,18,1.0926196306903349e-07
1,1-back,F7,19,2.3001569462410984e-08
1,1-back,F7,20,4.2439151673466505e-08
1,1-back,F7,21,1.493787296038082e-08
1,1-back,F7,22,1.0357475657695598e-07
1,1-back,F7,23,1.9477287194938265e-08
1,1-back,F7,24,3.186283783920434e-08
1,1-back,F7,25,3.085880323642297e-08
1,1-back,F7,26,1.2144968739786508e-07
1,1-back,F7,27,2.6354520131677015e-08
1,1-back,F7,28,1.051873349690101e-07
1,1-back,F7,29,6.339749754342042e-08
1,1-back,F7,30,1.8662662116263495e-08
1,1-back,F7,31,4.9758553588109873e-08
1,1-back,F7,32,7.77986625783316e-08
1,1-back,F7,33,1.198541710345899e-07
1,1-back,F7,34,2.5165383790882584e-08
1,1-back,F7,35,1.578099531625091e-07
1,1-back,F7,36,2.7978631941746716e-07
1,1-back,F7,37,2.117918022041238e-07
1,1-back,F7,38,1.8657496753904152e-08
1,1-back,F7,39,1.2486085882532643e-08
1,1-back,F7,40,1.600522956609196e-07
1,1-back,F7,41,1.3155380109286856e-08
1,1-back,F7,42,6.769823250062719e-08
1,1-back,F7,43,2.5543214415600856e-08
1,1-back,F7,44,1.9225125256465184e-08
1,1-back,F7,45,1.1047336717690466e-07
1,1-back,F7,46,2.9367362787996978e-08
1,1-back,F7,47,2.6219657463141865e-08
1,1-back,F7,48,2.9495695499614245e-08
1,1-back,F7,49,1.6039408412121578e-08
1,1-back,F8,1,1.2959644695385516e-08
1,1-back,F8,2,8.678074820790743e-08
1,1-back,F8,3,1.8238089675950153e-07
1,1-back,F8,4,1.3749777550704131e-08
1,1-back,F8,5,6.279668094828145e-08
1,1-back,F8,6,6.54213178872426e-09
1,1-back,F8,7,9.3429674333847e-08
1,1-back,F8,8,1.4748137741517346e-08
1,1-back,F8,9,6.772122248122681e-08
1,1-back,F8,10,1.7452561997411775e-08
1,1-back,F8,11,5.439874653609362e-09
1,1-back,F8,12,5.151782316593601e-09
1,1-back,F8,13,5.2525340053910565e-09
1,1-back,F8,14,3.703029485954387e-08
1,1-back,F8,15,6.055460795974931e-09
1,1-back,F8,16,1.3353548073736306e-08
1,1-back,F8,17,7.388209269281393e-08
1,1-back,F8,18,6.961839958731964e-08
1,1-back,F8,19,1.7180206478730947e-08
1,1-back,F8,20,6.535957868793208e-08
1,1-back,F8,21,1.3172934343058088e-08
1,1-back,F8,22,1.7704048841268162e-07
1,1-back,F8,23,2.2027482158040205e-08
1,1-back,F8,24,3.391467861481977e-08
1,1-back,F8,25,2.729880038782468e-08
1,1-back,F8,26,1.0512581845692716e-07
1,1-back,F8,27,1.2916824272224641e-08
1,1-back,F8,28,9.53027779462934e-08
1,1-back,F8,29,4.983851335406772e-08
1,1-back,F8,30,9.47552240093097e-09
1,1-back,F8,31,8.229087663143224e-08
1,1-back,F8,32,4.494834641029295e-08
1,1-back,F8,33,4.4350325095055054e-08
1,1-back,F8,34,1.2921160585823167e-08
1,1-back,F8,35,8.382287827476423e-09
1,1-back,F8,36,6.064914209191728e-09
1,1-back,F8,37,7.2601390005394225e-09
1,1-back,F8,38,9.561239998959763e-09
1,1-back,F8,39,1.3716788352014682e-08
1,1-back,F8,40,9.570858010376832e-08
1,1-back,F8,41,1.2718922782364934e-08
1,1-back,F8,42,4.178068262415408e-08
1,1-back,F8,43,1.1168305038409808e-08
1,1-back,F8,44,1.0043213530316043e-08
1,1-back,F8,45,5.09687735764943e-08
1,1-back,F8,46,1.5284671519174583e-08
1,1-back,F8,47,3.812130366900614e-08
1,1-back,F8,48,1.4820896113868135e-08
1,1-back,F8,49,2.2688460014847176e-08
1,1-back,Fz,1,1.586855781965245e-08
1,1-back,Fz,2,7.954563391086409e-08
1,1-back,Fz,3,1.4011114194506823e-07
1,1-back,Fz,4,4.014215213394431e-08
1,1-back,Fz,5,3.8722086086600584e-08
1,1-back,Fz,6,1.3927221998313078e-08
1,1-back,Fz,7,8.245638610588435e-08
1,1-back,Fz,8,2.028778489591094e-08
1,1-back,Fz,9,4.9674730240734896e-08
1,1-back,Fz,10,4.479067640318189e-08
1,1-back,Fz,11,1.1743133503436241e-08
1,1-back,Fz,12,1.552431912295856e-08
1,1-back,Fz,13,1.7957131157569104e-08
1,1-back,Fz,14,3.536064839345098e-08
1,1-back,Fz,15,8.395767049669156e-09
1,1-back,Fz,16,2.0178046087060784e-08
1,1-back,Fz,17,7.219515807986734e-08
1,1-back,Fz,18,6.614998699912008e-08
1,1-back,Fz,19,2.1167378904834835e-08
1,1-back,Fz,20,5.3243381280180144e-08
1,1-back,Fz,21,2.4203699300245826e-08
1,1-back,Fz,22,8.621361687270692e-08
1,1-back,Fz,23,2.795835705492134e-08
1,1-back,Fz,24,2.492772682703401e-08
1,1-back,Fz,25,5.1403026353751586e-08
1,1-back,Fz,26,8.822360317166195e-08
1,1-back,Fz,27,2.959879303796629e-08
1,1-back,Fz,28,8.107524824193699e-08
1,1-back,Fz,29,3.996442508356141e-08
1,1-back,Fz,30,1.8196082397286265e-08
1,1-back,Fz,31,3.93563977413626e-08
1,1-back,Fz,32,4.314181276190567e-08
1,1-back,Fz,33,6.431433009386325e-08
1,1-back,Fz,34,1.9548786600648483e-08
1,1-back,Fz,35,1.1441872514724031e-08
1,1-back,Fz,36,1.1340700643973768e-08
1,1-back,Fz,37,1.0843919138066188e-08
1,1-back,Fz,38,1.1797845252025215e-08
1,1-back,Fz,39,1.1361785387476896e-08
1,1-back,Fz,40,7.389387250767113e-08
1,1-back,Fz,41,2.8759979719570547e-08
1,1-back,Fz,42,3.989006121622524e-08
1,1-back,Fz,43,4.6608850734364836e-08
1,1-back,Fz,44,2.20046908457412e-08
1,1-back,Fz,45,5.249267158454777e-08
1,1-back,Fz,46,2.047848217782433e-08
1,1-back,Fz,47,2.9309317482736683e-08
1,1-back,Fz,48,1.2750524664024876e-08
1,1-back,Fz,49,2.0312844001845468e-08
1,2-back,F3,1,1.4797256789847595e-08
1,2-back,F3,2,4.0760392256847364e-08
1,2-back,F3,3,4.489623107723689e-08
1,2-back,F3,4,7.731709424835898e-08
1,2-back,F3,5,1.0376113343971864e-08
1,2-back,F3,6,3.816631583387923e-08
1,2-back,F3,7,3.2773567381641286e-08
1,2-back,F3,8,1.282021842491353e-08
1,2-back,F3,9,5.612949075774362e-08
1,2-back,F3,10,3.572335442383883e-08
1,2-back,F3,11,7.737324862720728e-08
1,2-back,F3,12,2.432523480104428e-08
1,2-back,F3,13,3.6006745368425445e-08
1,2-back,F3,14,5.174246843821531e-08
1,2-back,F3,15,1.1938118447985976e-07
1,2-back,F3,16,3.739667913898122e-08
1,2-back,F3,17,1.5660612735342858e-07
1,2-back,F3,18,1.8532154600757098e-08
1,2-back,F3,19,6.14797740092572e-08
1,2-back,F3,20,6.991764547324142e-08
1,2-back,F3,21,8.173724459272982e-08
1,2-back,F3,22,7.825230416423653e-08
1,2-back,F3,23,9.417673944854213e-08
1,2-back,F3,24,7.671217771190488e-08
1,2-back,F3,25,7.894327457410683e-08
1,2-back,F3,26,1.48287846935344e-07
1,2-back,F3,27,4.1253165188884425e-08
1,2-back,F3,28,2.994093559841843e-08
1,2-back,F3,29,2.747503351508788e-08
1,2-back,F3,30,2.950968876304301e-08
1,2-back,F3,31,6.259349446921213e-08
1,2-back,F3,32,1.2658308932926198e-07
1,2-back,F3,33,3.8748587691649824e-08
1,2-back,F3,34,1.4117465151972755e-07
1,2-back,F3,35,7.581987266882567e-08
1,2-back,F3,36,5.823836899981589e-08
1,2-back,F3,37,9.664337040358032e-08
1,2-back,F3,38,9.570633375357463e-08
1,2-back,F3,39,2.1843549909242705e-08
1,2-back,F3,40,3.185400153011112e-08
1,2-back,F3,41,3.114185170918111e-08
1,2-back,F3,42,1.5570395431763964e-08
1,2-back,F3,43,3.089513819330216e-08
1,2-back,F3,44,2.602770322479498e-08
1,2-back,F4,1,1.0023874635928084e-08
1,2-back,F4,2,3.882463805470739e-08
1,2-back,F4,3,3.3752539996313365e-08
1,2-back,F4,4,6.520304107354907e-08
1,2-back,F4,5,8.68309434844475e-09
1,2-back,F4,6,3.339568249053444e-08
1,2-back,F4,7,2.484860604451303e-08
1,2-back,F4,8,1.8507736627621895e-08
1,2-back,F4,9,5.625156940143405e-08
1,2-back,F4,10,1.8467069695125024e-08
1,2-back,F4,11,5.658611080818517e-08
1,2-back,F4,12,1.586209178836243e-08
1,2-back,F4,13,3.059533005920675e-08
1,2-back,F4,14,4.4261642214408485e-08
1,2-back,F4,15,8.57206149218547e-08
1,2-back,F4,16,3.0388570834591526e-08
1,2-back,F4,17,1.544180837256474e-07
1,2-back,F4,18,2.8011020641721467e-08
1,2-back,F4,19,9.123136261455308e-08
1,2-back,F4,20,4.1996987959493116e-08
1,2-back,F4,21,6.222324262561405e-08
1,2-back,F4,22,6.507915705812485e-08
1,2-back,F4,23,7.125399670933943e-08
1,2-back,F4,24,3.178297332639596e-08
1,2-back,F4,25,3.4420318131733795e-08
1,2-back,F4,26,9.007148845836821e-08
1,2-back,F4,27,3.127948503720139e-08
1,2-back,F4,28,2.028973963509451e-08
1,2-back,F4,29,2.9095718265399325e-08
1,2-back,F4,30,1.800863175001655e-08
1,2-back,F4,31,4.9284095710190374e-08
1,2-back,F4,32,8.411854707638363e-08
1,2-back,F4,33,1.1435021825498742e-08
1,2-back,F4,34,1.2843096595804201e-07
1,2-back,F4,35,7.503166122035424e-08
1,2-back,F4,36,3.219332293719199e-08
1,2-back,F4,37,6.866904313632323e-08
1,2-back,F4,38,8.286675830785867e-08
1,2-back,F4,39,2.3551683179663695e-08
1,2-back,F4,40,2.8909420317406578e-08
1,2-back,F4,41,2.3596964592600884e-08
1,2-back,F4,42,1.3116131072249404e-08
1,2-back,F4,43,1.738215551074595e-08
1,2-back,F4,44,3.098865411107363e-08
1,2-back,F7,1,6.668502774680156e-08
1,2-back,F7,2,9.08934249988385e-08
1,2-back,F7,3,1.2196594511096717e-07
1,2-back,F7,4,7.88387518249859e-08
1,2-back,F7,5,2.4008058873853896e-07
1,2-back,F7,6,3.0570877907404393e-07
1,2-back,F7,7,1.513171196628133e-07
1,2-back,F7,8,8.345748001170501e-08
1,2-back,F7,9,3.6840366837420175e-07
1,2-back,F7,10,1.0287946770276285e-07
1,2-back,F7,11,8.12968983851154e-08
1,2-back,F7,12,1.6964939789731642e-08
1,2-back,F7,13,6.035412384559828e-08
1,2-back,F7,14,7.900911587369276e-08
1,2-back,F7,15,2.181454727402213e-07
1,2-back,F7,16,2.8578021609029867e-08
1,2-back,F7,17,1.691717080666744e-07
1,2-back,F7,18,1.8603324072871057e-08
1,2-back,F7,19,8.859471669002881e-08
1,2-back,F7,20,9.693042285846874e-08
1,2-back,F7,21,1.2772430147997905e-07
1,2-back,F7,22,1.100387385787127e-07
1,2-back,F7,23,1.3208043092924358e-07
1,2-back,F7,24,9.50653916911548e-08
1,2-back,F7,25,2.1780472373155056e-08
1,2-back,F7,26,1.871498794092093e-07
1,2-back,F7,27,6.898420853117451e-08
1,2-back,F7,28,1.9567115870493496e-08
1,2-back,F7,29,4.758947839518734e-08
1,2-back,F7,30,1.8450116984011384e-08
1,2-back,F7,31,7.889217312023583e-08
1,2-back,F7,32,1.5958168077364862e-07
1,2-back,F7,33,9.54950131864772e-08
1,2-back,F7,34,1.0018730109504763e-07
1,2-back,F7,35,1.1025093234974936e-07
1,2-back,F7,36,8.265234606830402e-08
1,2-back,F7,37,1.6548050850924586e-07
1,2-back,F7,38,1.521000516761057e-07
1,2-back,F7,39,1.259207943053544e-08
1,2-back,F7,40,1.750378126891672e-08
1,2-back,F7,41,2.065210719934593e-08
1,2-back,F7,42,1.3741787305613415e-08
1,2-back,F7,43,1.922260446395955e-08
1,2-back,F7,44,2.617256662747836e-08
1,2-back,F8,1,1.1250788378803546e-08
1,2-back,F8,2,5.945333599018903e-08
1,2-back,F8,3,4.549032814063277e-08
1,2-back,F8,4,8.171891964418096e-08
1,2-back,F8,5,1.3158080065579849e-08
1,2-back,F8,6,3.4300428089891544e-08
1,2-back,F8,7,2.5694359149438523e-08
1,2-back,F8,8,8.787220225211383e-09
1,2-back,F8,9,6.167237207937174e-08
1,2-back,F8,10,1.5012538169701077e-08
1,2-back,F8,11,7.786182570351497e-08
1,2-back,F8,12,1.072608277301809e-08
1,2-back,F8,13,3.726805959575455e-08
1,2-back,F8,14,7.388826126902095e-08
1,2-back,F8,15,1.1377449161639009e-07
1,2-back,F8,16,3.081804707042661e-08
1,2-back,F8,17,1.495219495300046e-07
1,2-back,F8,18,3.013881153145899e-08
1,2-back,F8,19,6.628764614644395e-08
1,2-back,F8,20,4.997362436113476e-08
1,2-back,F8,21,8.066343754838384e-08
1,2-back,F8,22,6.453737924368376e-08
1,2-back,F8,23,8.4651545353525e-08
1,2-back,F8,24,4.849755891461675e-08
1,2-back,F8,25,2.367985754857303e-08
1,2-back,F8,26,1.0684141195137753e-07
1,2-back,F8,27,3.025577988836108e-08
1,2-back,F8,28,1.3027740604779962e-08
1,2-back,F8,29,4.1932025014445544e-08
1,2-back,F8,30,1.079497382865846e-08
1,2-back,F8,31,4.346856064107143e-08
1,2-back,F8,32,9.173027149506245e-08
1,2-back,F8,33,3.451784558486477e-08
1,2-back,F8,34,2.677597764760237e-07
1,2-back,F8,35,1.0312738833997238e-07
1,2-back,F8,36,4.69390390946094e-08
1,2-back,F8,37,1.0033406515830813e-07
1,2-back,F8,38,1.0136943909251126e-07
1,2-back,F8,39,1.3315003502089021e-08
1,2-back,F8,40,1.9104811038619952e-08
1,2-back,F8,41,1.911271042891419e-08
1,2-back,F8,42,1.2693092032459142e-08
1,2-back,F8,43,6.8464816137592e-09
1,2-back,F8,44,2.3355637756542814e-08
1,2-back,Fz,1,1.2832427652120552e-08
1,2-back,Fz,2,4.1036636451099845e-08
1,2-back,Fz,3,3.7538575497469964e-08
1,2-back,Fz,4,7.565913626493096e-08
1,2-back,Fz,5,9.093792585539125e-09
1,2-back,Fz,6,3.700548111718841e-08
1,2-back,Fz,7,3.2757313866712756e-08
1,2-back,Fz,8,1.535170776034177e-08
1,2-back,Fz,9,5.988859241574245e-08
1,2-back,Fz,10,2.0512877813235185e-08
1,2-back,Fz,11,6.999834062208636e-08
1,2-back,Fz,12,2.0935316164733886e-08
1,2-back,Fz,13,3.3249271557518594e-08
1,2-back,Fz,14,5.4827601272158186e-08
1,2-back,Fz,15,1.0293928909895139e-07
1,2-back,Fz,16,2.9427220987558737e-08
1,2-back,Fz,17,1.6691554655886885e-07
1,2-back,Fz,18,2.502099611306882e-08
1,2-back,Fz,19,5.789086368438698e-08
1,2-back,Fz,20,5.75445124807152e-08
1,2-back,Fz,21,7.517648567693058e-08
1,2-back,Fz,22,7.09516667910429e-08
1,2-back,Fz,23,7.452438750979808e-08
1,2-back,Fz,24,3.6563320703029866e-08
1,2-back,Fz,25,4.213159287560309e-08
1,2-back,Fz,26,1.1562432307733258e-07
1,2-back,Fz,27,4.002131435443309e-08
1,2-back,Fz,28,3.2585085859850985e-08
1,2-back,Fz,29,2.711914861080861e-08
1,2-back,Fz,30,2.8062115136628807e-08
1,2-back,Fz,31,6.232258464782342e-08
1,2-back,Fz,32,1.0202465551140686e-07
1,2-back,Fz,33,1.798614364441563e-08
1,2-back,Fz,34,1.1109209878257706e-07
1,2-back,Fz,35,7.806529338531164e-08
1,2-back,Fz,36,3.5487467354397876e-08
1,2-back,Fz,37,7.689554350685896e-08
1,2-back,Fz,38,8.687610342879234e-08
1,2-back,Fz,39,2.5569616870418723e-08
1,2-back,Fz,40,3.658581581737414e-08
1,2-back,Fz,41,2.852067907505436e-08
1,2-back,Fz,42,1.3164660867446193e-08
1,2-back,Fz,43,3.1368772726825527e-08
1,2-back,Fz,44,3.169066876894595e-08
1,3-back,F3,1,2.239525674162334e-08
1,3-back,F3,2,2.1136798950678196e-08
1,3-back,F3,3,1.4483373182053248e-07
1,3-back,F3,4,9.700427549601707e-08
1,3-back,F3,5,6.301210082206504e-08
1,3-back,F3,6,5.819691159181546e-08
1,3-back,F3,7,7.494763559392332e-08
1,3-back,F3,8,1.938342294795319e-08
1,3-back,F3,9,4.382778680382031e-08
1,3-back,F3,10,5.537405253259458e-08
1,3-back,F3,11,1.3048154816906594e-08
1,3-back,F3,12,9.637628255849888e-08
1,3-back,F3,13,5.832412467801207e-08
1,3-back,F3,14,6.303777672292956e-08
1,3-back,F3,15,8.01981031227631e-08
1,3-back,F3,16,1.7780749747819626e-08
1,3-back,F3,17,1.696896378365272e-07
1,3-back,F3,18,1.488007444693625e-08
1,3-back,F3,19,6.234028680458452e-08
1,3-back,F3,20,3.021692196024986e-08
1,3-back,F3,21,5.0109099314394136e-08
1,3-back,F3,22,2.858060874337451e-08
1,3-back,F3,23,9.313846333350212e-08
1,3-back,F3,24,1.5340923896067106e-08
1,3-back,F3,25,1.379008294230867e-08
1,3-back,F3,26,2.1881170307113454e-08
1,3-back,F3,27,5.6596637417329474e-08
1,3-back,F3,28,4.934394619363266e-08
1,3-back,F3,29,1.997529387779335e-08
1,3-back,F3,30,4.194867391974763e-08
1,3-back,F3,31,9.210293324048238e-08
1,3-back,F3,32,3.523952743350362e-08
1,3-back,F3,33,8.688468605118227e-08
1,3-back,F3,34,3.5103417240743384e-08
1,3-back,F3,35,5.759409576111888e-08
1,3-back,F3,36,2.6365523077443295e-08
1,3-back,F3,37,1.6802726918125208e-07
1,3-back,F3,38,1.63223079891131e-08
1,3-back,F3,39,4.4295417280928434e-08
1,3-back,F3,40,3.7415936370776465e-08
1,3-back,F3,41,7.610878424941079e-08
1,3-back,F3,42,8.5782398014214e-09
1,3-back,F3,43,8.273133593907888e-08
1,3-back,F3,44,4.0399670298790996e-08
1,3-back,F3,45,1.0959024223920336e-08
1,3-back,F3,46,4.181450189802127e-08
1,3-back,F3,47,9.877859576689795e-08
1,3-back,F3,48,1.776369747232695e-08
1,3-back,F3,49,8.332872521650864e-08
1,3-back,F3,50,7.297396812941968e-08
1,3-back,F3,51,4.9914309771379315e-08
1,3-back,F3,52,2.284826969990813e-08
1,3-back,F3,53,6.237594123214903e-08
1,3-back,F3,54,4.844562743835721e-08
1,3-back,F3,55,8.638414707430627e-08
1,3-back,F3,56,1.2666181700485403e-07
1,3-back,F3,57,9.258153915011996e-08
1,3-back,F3,58,1.1427732536004407e-07
1,3-back,F3,59,6.11569676017945e-08
1,3-back,F4,1,1.2242920456413238e-08
1,3-back,F4,2,2.359626711235801e-08
1,3-back,F4,3,1.209698995439604e-07
1,3-back,F4,4,8.350914530217724e-08
1,3-back,F4,5,1.0558365356288614e-07
1,3-back,F4,6,5.335022909926964e-08
1,3-back,F4,7,5.8969905856966775e-08
1,3-back,F4,8,1.733596379775429e-08
1,3-back,F4,9,3.45115213775019e-08
1,3-back,F4,10,4.2511409803650524e-08
1,3-back,F4,11,8.075428884165686e-09
1,3-back,F4,12,7.471733612858279e-08
1,3-back,F4,13,5.65094247783021e-08
1,3-back,F4,14,5.5760918851125684e-08
1,3-back,F4,15,5.867947187425156e-08
1,3-back,F4,16,1.9477621867886418e-08
1,3-back,F4,17,1.44909288864493e-07
1,3-back,F4,18,1.2996494676618211e-08
1,3-back,F4,19,5.765106994717076e-08
1,3-back,F4,20,2.485353259523202e-08
1,3-back,F4,21,6.762944098478094e-08
1,3-back,F4,22,3.223250443390288e-08
1,3-back,F4,23,7.221587082905056e-08
1,3-back,F4,24,1.6016166521662356e-08
1,3-back,F4,25,1.988476821308188e-08
1,3-back,F4,26,1.6040550153982235e-08
1,3-back,F4,27,6.954652389483808e-08
1,3-back,F4,28,3.2537979679018734e-08
1,3-back,F4,29,2.079243186810841e-08
1,3-back,F4,30,1.9365096758585617e-08
1,3-back,F4,31,1.0256307486174389e-07
1,3-back,F4,32,2.099375701427178e-08
1,3-back,F4,33,4.917312258893185e-08
1,3-back,F4,34,1.995715856566775e-08
1,3-back,F4,35,3.7256370869986976e-08
1,3-back,F4,36,2.6653315011325054e-08
1,3-back,F4,37,2.0685712143904034e-07
1,3-back,F4,38,1.5165372540267445e-08
1,3-back,F4,39,2.9627627121998618e-08
1,3-back,F4,40,1.7615622585270847e-08
1,3-back,F4,41,6.169596370036044e-08
1,3-back,F4,42,8.25400307008718e-09
1,3-back,F4,43,6.073572541233343e-08
1,3-back,F4,44,3.0629042026392715e-08
1,3-back,F4,45,1.5034315846951892e-08
1,3-back,F4,46,2.9716330213250797e-08
1,3-back,F4,47,7.194767413263019e-08
1,3-back,F4,48,2.000405532023285e-08
1,3-back,F4,49,7.959055201614552e-08
1,3-back,F4,50,7.097375520931483e-08
1,3-back,F4,51,4.370192320390807e-08
1,3-back,F4,52,1.6603646919911954e-08
1,3-back,F4,53,5.72769852773574e-08
1,3-back,F4,54,1.723199798256719e-08
1,3-back,F4,55,3.965124573646572e-08
1,3-back,F4,56,5.810458161852894e-08
1,3-back,F4,57,2.2236372029277758e-08
1,3-back,F4,58,8.655597618340393e-08
1,3-back,F4,59,5.350701193523778e-08
1,3-back,F7,1,2.3031321058050512e-08
1,3-back,F7,2,4.870416659417333e-08
1,3-back,F7,3,2.486184356513231e-07
1,3-back,F7,4,1.466757146407674e-07
1,3-back,F7,5,6.548871628528685e-08
1,3-back,F7,6,1.2877073347508839e-07
1,3-back,F7,7,1.5179811166432678e-07
1,3-back,F7,8,9.043833194311141e-09
1,3-back,F7,9,9.477737801974623e-08
1,3-back,F7,10,8.49147863744823e-08
1,3-back,F7,11,1.1543038300938663e-08
1,3-back,F7,12,1.4340071760721604e-07
1,3-back,F7,13,1.0218143930360212e-07
1,3-back,F7,14,1.334232086252324e-07
1,3-back,F7,15,7.647332539488451e-08
1,3-back,F7,16,1.3446556156204142e-08
1,3-back,F7,17,2.7640579387495656e-07
1,3-back,F7,18,1.9416833376845088e-08
1,3-back,F7,19,1.2582571766880174e-07
1,3-back,F7,20,5.187248420761565e-08
1,3-back,F7,21,9.185350886451499e-08
1,3-back,F7,22,3.4456473290073166e-08
1,3-back,F7,23,1.5984481982806877e-07
1,3-back,F7,24,6.637986303124637e-09
1,3-back,F7,25,1.697455216168711e-08
1,3-back,F7,26,1.1752571740296536e-08
1,3-back,F7,27,1.1267236199795736e-07
1,3-back,F7,28,9.486384873176758e-08
1,3-back,F7,29,1.5304524626837912e-08
1,3-back,F7,30,5.9061348399179484e-08
1,3-back,F7,31,1.1881065348716783e-07
1,3-back,F7,32,3.337918038335748e-08
1,3-back,F7,33,1.2106888850679636e-07
1,3-back,F7,34,5.1183636367704354e-08
