,Sample,Condition,F3_Mean,F4_Mean,F7_Mean,F8_Mean,Fz_Mean,F3_Median,F4_Median,F7_Median,F8_Median,Fz_Median,F3_Q75,F4_Q75,F7_Q75,F8_Q75,Fz_Q75,Frontal_Mean,Frontal_Median,Frontal_Q75
54,14,3-back,2.2732491765085526e-10,1.9326081384446448e-10,3.339343002466648e-10,2.1614694660429112e-10,2.256844412822924e-10,2.1040669714757006e-10,1.6420776658464137e-10,2.5652951072290067e-10,1.65412186915514e-10,2.0513228668060822e-10,3.1972561455469776e-10,2.483352316946869e-10,5.042411782383905e-10,3.68483141128282e-10,2.9647356179215426e-10,2.392702839257136e-10,2.003376896102469e-10,3.4745174548164224e-10
55,14,4-back,1.9560141255303739e-10,1.4962630743632136e-10,2.7865047979484627e-10,1.6918596219686156e-10,1.9343560631407008e-10,1.6265554868293373e-10,1.2295563826842668e-10,1.67373529282447e-10,1.0370136903382044e-10,1.540867777030412e-10,2.6106443619939843e-10,1.714985199639734e-10,3.466090717743374e-10,2.343311123817514e-10,2.7384495494393417e-10,1.9729995365902736e-10,1.4215457259413382e-10,2.5746961905267896e-10
56,15,1-back,2.4866212818379274e-10,2.238298947412336e-10,2.277147917927283e-10,1.8004511471833088e-10,2.9375980674287895e-10,1.9857899041651416e-10,2.0713182414701854e-10,1.7366623677243628e-10,1.3979695058834954e-10,2.6149302753590464e-10,2.892748880312398e-10,2.7816491259439197e-10,2.725176200780194e-10,2.2607894431899504e-10,3.941788979031092e-10,2.348023472357929e-10,1.9613340589204465e-10,2.920430525851511e-10
57,15,2-back,3.072168071656673e-10,2.447799248434796e-10,2.7624124218016986e-10,1.9698438598307427e-10,3.321710822480939e-10,2.778699118329719e-10,2.2156736726913953e-10,2.6379407927367054e-10,1.5199259082363347e-10,3.08268497366123e-10,3.61703084209367e-10,3.062112158581738e-10,3.755412280834162e-10,2.571269328848326e-10,4.4981912112654773e-10,2.71478688484097e-10,2.446984893131077e-10,3.500803164324675e-10
58,15,3-back,3.461891647042205e-10,2.81067577870593e-10,3.0780233012476065e-10,2.0243795722340916e-10,4.1902444059248165e-10,2.831849410016647e-10,2.5701766666729047e-10,2.728989277789135e-10,1.9588779497577072e-10,3.4095907321087037e-10,4.119285335291024e-10,3.539643392281707e-10,3.674018106193669e-10,2.4889415842790657e-10,5.831838685197195e-10,3.1130429410309303e-10,2.699896807269019e-10,3.9307454206485315e-10
59,15,4-back,3.7499500844259003e-10,3.0762273973870447e-10,3.718747346751964e-10,2.4588278980800875e-10,3.937706712630712e-10,3.1328711985343477e-10,2.7610620886787606e-10,3.2652109004534084e-10,2.193889294400081e-10,3.510392992957056e-10,4.5168563851622904e-10,3.876228273959716e-10,4.611891855581914e-10,3.0567439896495557e-10,5.221552803515559e-10,3.3882918878551416e-10,2.9726852950047304e-10,4.2566546615738067e-10
60,16,1-back,3.558771859848053e-10,1.505037117615079e-10,1.2598593446991072e-10,9.085526958362367e-11,2.3016930883194815e-10,1.894799036416656e-10,1.3360866608662883e-10,9.479980993322884e-11,8.884128655686032e-11,1.9731067847461548e-10,3.3021737283908817e-10,1.5708227440630618e-10,1.6223086429685984e-10,1.1285945539403679e-10,2.564866906964654e-10,1.9067828212635911e-10,1.4080806893859982e-10,2.037753315265513e-10
61,16,2-back,2.8385137278480616e-10,1.5338019364050153e-10,1.3374560132523924e-10,8.969789624581758e-11,2.5125009406663e-10,2.148016218090808e-10,1.398351526019051e-10,1.19431666206662e-10,7.767154868089652e-11,2.073669859232759e-10,3.396482587117308e-10,1.7668649159228736e-10,1.7569462712671143e-10,1.2295839681416527e-10,2.982202153146233e-10,1.823850316125989e-10,1.5182139504436406e-10,2.2264159791190363e-10
62,16,3-back,7.074379263600831e-10,7.190020080889148e-10,6.18609592933992e-10,2.039735221399644e-10,4.640099131934846e-10,3.5724176545314505e-10,2.415691688002234e-10,2.8055251324788284e-10,1.3984534815519856e-10,2.9975405150492233e-10,7.137412688628343e-10,7.465840611464471e-10,7.660115526721098e-10,2.5545514009483375e-10,5.092838740908903e-10,5.426065925432877e-10,2.6379256943227446e-10,5.982151793734231e-10
63,16,4-back,1.9208280659487904e-10,1.4471652058676057e-10,1.4366146633341094e-10,1.0368678043042602e-10,2.093666195325015e-10,1.5220273680058288e-10,1.4358843981616035e-10,1.0660522507790896e-10,9.266919294198368e-11,1.7766268093978526e-10,2.600285360877102e-10,1.8259122303566123e-10,1.6787285111253935e-10,1.2300393675218344e-10,2.656727706457535e-10,1.5870283869559562e-10,1.3454565511528424e-10,1.9983386352676954e-10
64,17,1-back,1.4213682032280484e-10,1.5436428645316565e-10,1.4833672483466154e-09,1.355065222868715e-10,1.7314047933437045e-10,1.2281328886013973e-10,1.2912027335436408e-10,2.6776489048423456e-10,1.1771770455889712e-10,1.3956575976327337e-10,1.8499772486308158e-10,1.9131720619692156e-10,1.3254499161052987e-09,1.7568082788636477e-10,2.0837662072972824e-10,4.1770307134876554e-10,1.5539638340418176e-10,4.1716445915627903e-10
65,17,2-back,1.700659235510672e-10,1.609516797576851e-10,2.2017255830507317e-10,1.285061803674584e-10,1.9642035893011325e-10,1.5727381794611514e-10,1.5822420920854303e-10,1.656977366636848e-10,1.2812078160970144e-10,1.8728887897966566e-10,2.1761752035597737e-10,2.0351348828630934e-10,2.785126851368173e-10,1.6532564337414228e-10,2.544157765966012e-10,1.7522334018227944e-10,1.59321084881542e-10,2.2387702274996954e-10
66,17,3-back,1.6578835980413902e-10,1.5552812887171998e-10,2.998044625938375e-10,1.4315872727204357e-10,1.889037793827815e-10,1.4366543665586691e-10,1.4053238384737526e-10,1.4527411594348586e-10,1.3045839727206255e-10,1.5410477414806576e-10,2.0750552786261628e-10,2.0444926963595084e-10,2.4884908426049726e-10,1.7752345320370943e-10,2.5387329769240395e-10,1.9063669158490433e-10,1.4280702157337128e-10,2.1844012653103559e-10
67,17,4-back,1.7205853515717906e-10,1.536504060368431e-10,1.3886057096787987e-09,1.3202773560582064e-10,1.8655762796351692e-10,1.447484941055218e-10,1.337846614790696e-10,2.78002698901543e-10,1.09294059938969e-10,1.5829877603759285e-10,2.1111437362953748e-10,1.8894220544479044e-10,5.157720350064868e-10,1.5342896374386123e-10,2.2064049440610987e-10,4.0658000288843173e-10,1.6482573809253922e-10,2.579796144461572e-10
68,18,1-back,1.8894271184988004e-10,1.7473491570466144e-10,8.730829354531618e-11,8.74473942998595e-11,2.5577230788330405e-10,1.4430300342299074e-10,1.451557745833661e-10,6.873930284826644e-11,7.147535111937765e-11,2.2679727609411758e-10,2.4614092287083175e-10,1.9505984514082582e-10,9.91419655702482e-11,1.2531871805597237e-10,3.2712246902990734e-10,1.5884112465660423e-10,1.3129414161362367e-10,1.985567841335571e-10
69,18,2-back,1.7904781658152935e-10,1.6498595925811374e-10,9.98504171051495e-11,7.402075627994254e-11,2.351181510592382e-10,1.4041437731619834e-10,1.3736475613511004e-10,8.768602581006001e-11,6.557559844918642e-11,2.2350625117525644e-10,2.3752402039423836e-10,2.0120641376872646e-10,1.3415488042204463e-10,1.0747447762426888e-10,2.7674506961816987e-10,1.5060462005679467e-10,1.3090940177716224e-10,1.9142097236548964e-10
70,18,3-back,1.560332934623688e-10,1.436536393482736e-10,8.959325159757074e-11,7.460535735562311e-11,1.978386435450364e-10,1.3167951594589263e-10,1.3161770580215987e-10,8.175847293602937e-11,6.278199382681028e-11,1.5754552294196785e-10,2.0577633699805676e-10,1.7619483892664634e-10,1.092624544537163e-10,9.141587825970803e-11,2.2663238720422274e-10,1.3234483706177452e-10,1.1307664229057198e-10,1.6185637916847005e-10
71,18,4-back,1.7409520693209548e-10,1.6159849979313565e-10,9.831785407164076e-11,9.64266914431628e-11,2.247138195664252e-10,1.5923312001468214e-10,1.4804717868531568e-10,9.630913653097515e-11,7.841713962560689e-11,2.1671552765832566e-10,2.070510218643127e-10,2.417551479608726e-10,1.1158206799357836e-10,1.1174603879175102e-10,3.035224890378676e-10,1.5103041436129198e-10,1.3974442050298112e-10,1.9513135312967646e-10
