Sample,Condition,Electrode,Epoch,Theta_Power
5,2-back,F7,28,5.473980605121995e-11
5,2-back,F7,29,6.269271044991997e-11
5,2-back,F7,30,7.776232086185701e-11
5,2-back,F7,31,6.43699021977551e-11
5,2-back,F7,32,5.5269710290444834e-11
5,2-back,F7,33,7.041558886273882e-11
5,2-back,F7,34,1.4587103275547643e-11
5,2-back,F7,35,4.487389937862921e-11
5,2-back,F8,1,1.4644426731016326e-10
5,2-back,F8,2,1.5861869754215646e-10
5,2-back,F8,3,8.61499012362104e-11
5,2-back,F8,4,1.381346797490975e-10
5,2-back,F8,5,2.374237479981426e-10
5,2-back,F8,6,9.91857219277768e-11
5,2-back,F8,7,1.248374345101208e-10
5,2-back,F8,8,1.5933497172838517e-10
5,2-back,F8,9,4.089141275621009e-11
5,2-back,F8,10,1.7681913479961344e-10
5,2-back,F8,11,1.955975883277208e-10
5,2-back,F8,12,2.5319128364441643e-10
5,2-back,F8,13,2.9625501393254755e-10
5,2-back,F8,14,8.446962590280948e-11
5,2-back,F8,15,1.3440695732461263e-10
5,2-back,F8,16,1.7826022931843174e-10
5,2-back,F8,17,1.0124303878118031e-10
5,2-back,F8,18,2.2703847727980505e-10
5,2-back,F8,19,1.9431871939213474e-10
5,2-back,F8,20,1.9433058461536433e-10
5,2-back,F8,21,1.8977538989266965e-10
5,2-back,F8,22,1.1129492420645713e-10
5,2-back,F8,23,1.5502643877013196e-10
5,2-back,F8,24,6.05584814845193e-11
5,2-back,F8,25,1.533496331933068e-10
5,2-back,F8,26,2.2917224027301734e-10
5,2-back,F8,27,1.1748659609422967e-10
5,2-back,F8,28,2.113191687926624e-10
5,2-back,F8,29,1.6407273783883383e-10
5,2-back,F8,30,2.509467238777952e-10
5,2-back,F8,31,1.1968194356607052e-10
5,2-back,F8,32,1.755354108387227e-10
5,2-back,F8,33,2.764371566153372e-11
5,2-back,F8,34,1.3231728413058147e-10
5,2-back,F8,35,9.10499006738389e-11
5,2-back,Fz,1,1.4701175049276427e-10
5,2-back,Fz,2,2.587237116837167e-10
5,2-back,Fz,3,3.803124621848096e-10
5,2-back,Fz,4,1.2473164101140527e-10
5,2-back,Fz,5,2.624022036324944e-10
5,2-back,Fz,6,1.3260844521783814e-10
5,2-back,Fz,7,1.4327124243990537e-10
5,2-back,Fz,8,8.309646486887822e-11
5,2-back,Fz,9,5.777599484127467e-11
5,2-back,Fz,10,1.7885414737880018e-10
5,2-back,Fz,11,1.5182231410372636e-10
5,2-back,Fz,12,1.692737698632363e-10
5,2-back,Fz,13,1.1261042092571586e-10
5,2-back,Fz,14,1.8773895539016369e-10
5,2-back,Fz,15,1.9181085369641962e-10
5,2-back,Fz,16,2.66514153970839e-10
5,2-back,Fz,17,1.1070291281457281e-09
5,2-back,Fz,18,7.507047917485496e-11
5,2-back,Fz,19,4.118017680641182e-10
5,2-back,Fz,20,2.2998077089118566e-10
5,2-back,Fz,21,1.1989601386764713e-10
5,2-back,Fz,22,1.2770019778211153e-10
5,2-back,Fz,23,1.183649368715163e-10
5,2-back,Fz,24,1.9966745893455942e-10
5,2-back,Fz,25,2.7874570073088285e-10
5,2-back,Fz,26,1.864328176585008e-10
5,2-back,Fz,27,2.574283102600798e-10
5,2-back,Fz,28,2.9492708408453603e-10
5,2-back,Fz,29,2.1029249059853278e-10
5,2-back,Fz,30,2.615158714908553e-10
5,2-back,Fz,31,2.234209413957628e-10
5,2-back,Fz,32,1.2339780486189882e-09
5,2-back,Fz,33,1.5182903950676055e-10
5,2-back,Fz,34,1.5398713846335472e-10
5,2-back,Fz,35,1.2534927364378255e-10
5,3-back,F3,1,5.4806687694343674e-11
5,3-back,F3,2,8.554076173300971e-11
5,3-back,F3,3,1.2232095163993105e-10
5,3-back,F3,4,2.9033883155213547e-10
5,3-back,F3,5,7.798580199155999e-11
5,3-back,F3,6,2.459658370702334e-10
5,3-back,F3,7,1.89010332421977e-10
5,3-back,F3,8,8.936073091823179e-11
5,3-back,F3,9,7.86276932593328e-11
5,3-back,F3,10,1.0205595472810976e-10
5,3-back,F3,11,1.342023106875755e-10
5,3-back,F3,12,1.0634383911096327e-10
5,3-back,F3,13,5.837810808613533e-11
5,3-back,F3,14,5.412315795512963e-11
5,3-back,F3,15,1.4819998054633682e-10
5,3-back,F3,16,9.26479506868469e-11
5,3-back,F3,17,2.1345273728864519e-10
5,3-back,F3,18,2.3857406420547394e-10
5,3-back,F3,19,1.0873414505979381e-10
5,3-back,F3,20,8.542142201311382e-11
5,3-back,F3,21,9.461400494337047e-11
5,3-back,F3,22,2.2413975991514795e-10
5,3-back,F3,23,4.1142179705719554e-11
5,3-back,F3,24,1.32018267270745e-10
5,3-back,F3,25,1.3988000110020112e-10
5,3-back,F3,26,3.817304340514207e-11
5,3-back,F4,1,1.3929244210641652e-10
5,3-back,F4,2,7.778810251081585e-11
5,3-back,F4,3,2.337257322474983e-10
5,3-back,F4,4,2.728609665401899e-10
5,3-back,F4,5,7.335577584785624e-11
5,3-back,F4,6,1.5974958867115358e-10
5,3-back,F4,7,1.9435993415021798e-10
5,3-back,F4,8,1.8807168721656467e-10
5,3-back,F4,9,1.0857910051881838e-10
5,3-back,F4,10,1.6217158383258635e-10
5,3-back,F4,11,1.1094623421510566e-10
5,3-back,F4,12,1.318804412038255e-10
5,3-back,F4,13,8.477721307432805e-11
5,3-back,F4,14,6.646626399098124e-11
5,3-back,F4,15,2.884215345629919e-10
5,3-back,F4,16,1.780669790391446e-10
5,3-back,F4,17,1.4131890520869815e-10
5,3-back,F4,18,2.5963949128421646e-10
5,3-back,F4,19,8.263072608104834e-11
5,3-back,F4,20,9.724851708992975e-11
5,3-back,F4,21,1.0403577349761542e-10
5,3-back,F4,22,2.988521239202705e-10
5,3-back,F4,23,1.0450987461407988e-10
5,3-back,F4,24,1.4793094774543874e-10
5,3-back,F4,25,2.857546308447315e-10
5,3-back,F4,26,1.2101860075211855e-10
5,3-back,F7,1,4.671045469666344e-11
5,3-back,F7,2,3.7678658585499066e-11
5,3-back,F7,3,3.892272307437083e-11
5,3-back,F7,4,5.860933319613568e-11
5,3-back,F7,5,7.742719131170392e-11
5,3-back,F7,6,1.174938285360234e-10
5,3-back,F7,7,9.562020169315293e-11
5,3-back,F7,8,3.047969428494172e-11
5,3-back,F7,9,6.493183041810123e-11
5,3-back,F7,10,1.170163363513702e-10
5,3-back,F7,11,5.16587854613133e-11
5,3-back,F7,12,3.392038028320598e-11
5,3-back,F7,13,1.3098533330237356e-11
5,3-back,F7,14,2.612345810779447e-11
5,3-back,F7,15,9.312030604610814e-11
5,3-back,F7,16,2.6836915676659368e-11
5,3-back,F7,17,8.471514406544745e-11
5,3-back,F7,18,1.0037267021167424e-10
5,3-back,F7,19,3.3324325437732235e-11
5,3-back,F7,20,4.818603297419313e-11
5,3-back,F7,21,8.179048656272008e-11
5,3-back,F7,22,6.058116807668524e-11
5,3-back,F7,23,6.751926931927314e-11
5,3-back,F7,24,6.211594359229722e-11
5,3-back,F7,25,1.00028887485393e-10
5,3-back,F7,26,1.4598395899206276e-11
5,3-back,F8,1,2.7052414344277234e-10
5,3-back,F8,2,1.2401196157214104e-10
5,3-back,F8,3,1.3515132582426382e-10
5,3-back,F8,4,9.303079142376578e-11
5,3-back,F8,5,1.3836117670047958e-10
5,3-back,F8,6,1.113853192813116e-10
5,3-back,F8,7,7.3268457833701e-11
5,3-back,F8,8,1.0469653534978925e-10
5,3-back,F8,9,1.9848651197192922e-10
5,3-back,F8,10,1.4025551658068522e-10
5,3-back,F8,11,6.495514909169135e-11
5,3-back,F8,12,7.513903504055319e-11
5,3-back,F8,13,3.5412758407783764e-10
5,3-back,F8,14,7.442021086882473e-11
5,3-back,F8,15,1.702186122049168e-10
5,3-back,F8,16,1.9319105095637431e-10
5,3-back,F8,17,1.9095349139917772e-10
5,3-back,F8,18,3.4273510538609654e-10
5,3-back,F8,19,7.029862317602933e-11
5,3-back,F8,20,1.4989661532305863e-10
5,3-back,F8,21,5.082565243919993e-11
5,3-back,F8,22,1.682097740936575e-10
5,3-back,F8,23,8.93938839213881e-11
5,3-back,F8,24,3.8659409789344506e-10
5,3-back,F8,25,2.613801746044083e-10
5,3-back,F8,26,7.47026422096678e-11
5,3-back,Fz,1,8.30472291906445e-11
5,3-back,Fz,2,9.324569670673836e-11
5,3-back,Fz,3,3.868646068717841e-10
5,3-back,Fz,4,2.588822071749504e-10
5,3-back,Fz,5,1.9319042149343938e-10
5,3-back,Fz,6,3.7157423256626665e-10
5,3-back,Fz,7,1.9675725403100136e-10
5,3-back,Fz,8,8.754736333226052e-11
5,3-back,Fz,9,5.704201784932353e-10
5,3-back,Fz,10,2.106421463323749e-09
5,3-back,Fz,11,1.5572433004046827e-10
5,3-back,Fz,12,1.4413020715360552e-10
5,3-back,Fz,13,4.0768371187699794e-11
5,3-back,Fz,14,6.417603917460453e-11
5,3-back,Fz,15,2.0732580704594891e-10
5,3-back,Fz,16,1.5004652773567787e-10
5,3-back,Fz,17,2.5868323623853197e-10
5,3-back,Fz,18,4.698342936070447e-10
5,3-back,Fz,19,8.289987744424476e-11
5,3-back,Fz,20,8.130838285928747e-11
5,3-back,Fz,21,1.0268549979540021e-10
5,3-back,Fz,22,3.8275211889407274e-10
5,3-back,Fz,23,1.2952880481066262e-10
5,3-back,Fz,24,1.3666841439028085e-10
5,3-back,Fz,25,3.574036062535563e-10
5,3-back,Fz,26,6.934361475159571e-11
5,4-back,F3,1,1.537541064240639e-10
5,4-back,F3,2,5.404138251032455e-11
5,4-back,F3,3,9.308420749567999e-11
5,4-back,F3,4,9.037569279183857e-11
5,4-back,F3,5,3.1857022419397705e-10
5,4-back,F3,6,1.61144994450994e-10
5,4-back,F3,7,2.502640968830025e-10
5,4-back,F3,8,1.776770574465517e-10
5,4-back,F3,9,3.2268966110455907e-10
5,4-back,F3,10,1.602390337219369e-10
5,4-back,F3,11,1.5975553943748385e-10
5,4-back,F3,12,1.9122097256112152e-10
5,4-back,F3,13,1.0706327198068337e-10
5,4-back,F3,14,1.21033083630671e-10
5,4-back,F3,15,3.8708916029872913e-10
5,4-back,F3,16,1.5041151719675563e-10
5,4-back,F3,17,8.482261468646056e-11
5,4-back,F3,18,6.395504105902913e-11
5,4-back,F3,19,1.5388703664572383e-10
5,4-back,F3,20,3.0319988973929343e-10
5,4-back,F3,21,4.651796836907327e-10
5,4-back,F3,22,7.882355931391194e-11
5,4-back,F3,23,1.9173273853190622e-10
5,4-back,F3,24,5.490444415119753e-10
5,4-back,F3,25,2.783148250397864e-10
5,4-back,F3,26,1.213592651749541e-10
5,4-back,F3,27,8.487877411041354e-11
5,4-back,F3,28,9.116727410523894e-11
5,4-back,F3,29,1.6917526406327286e-10
5,4-back,F3,30,1.0054200392553106e-10
5,4-back,F3,31,5.2644140536118455e-11
5,4-back,F3,32,1.403288342131857e-10
5,4-back,F3,33,1.1768828579248785e-10
5,4-back,F4,1,1.6438433943575147e-10
5,4-back,F4,2,1.4582485756143894e-10
5,4-back,F4,3,2.71950770278117e-10
5,4-back,F4,4,1.3940874973060162e-10
5,4-back,F4,5,2.7885961677381846e-10
5,4-back,F4,6,1.4047052932140356e-10
5,4-back,F4,7,1.5278669103883769e-10
5,4-back,F4,8,2.047424672824035e-10
5,4-back,F4,9,3.105655296352724e-10
5,4-back,F4,10,1.3145675934967176e-10
5,4-back,F4,11,1.7614460242910732e-10
5,4-back,F4,12,2.0438785717061694e-10
5,4-back,F4,13,2.13026187485271e-10
5,4-back,F4,14,9.093088249915805e-11
5,4-back,F4,15,2.7580940558136977e-10
5,4-back,F4,16,1.6321085926521164e-10
5,4-back,F4,17,1.3425162316795048e-10
5,4-back,F4,18,9.376058293204054e-11
5,4-back,F4,19,8.960318298332823e-11
5,4-back,F4,20,2.4882511838546906e-10
5,4-back,F4,21,3.2979419543494354e-10
5,4-back,F4,22,1.0610846428068821e-10
5,4-back,F4,23,1.6526681371083702e-10
5,4-back,F4,24,4.580307510512239e-10
5,4-back,F4,25,3.542795860940989e-10
5,4-back,F4,26,1.3723228464185566e-10
5,4-back,F4,27,9.608604768305518e-11
5,4-back,F4,28,6.806958356981866e-11
5,4-back,F4,29,1.9250582563466932e-10
5,4-back,F4,30,2.5056122718474e-10
5,4-back,F4,31,9.596567364575859e-11
5,4-back,F4,32,1.856766941801081e-10
5,4-back,F4,33,2.513149452783282e-11
5,4-back,F7,1,5.395802821125192e-11
5,4-back,F7,2,3.33255850467625e-11
5,4-back,F7,3,3.932774897137166e-11
5,4-back,F7,4,6.746704213821785e-11
5,4-back,F7,5,1.2879009203152448e-10
5,4-back,F7,6,1.658737055164165e-10
5,4-back,F7,7,1.7001235112841998e-10
5,4-back,F7,8,1.265125211939776e-10
5,4-back,F7,9,1.5550230774672127e-10
5,4-back,F7,10,9.903327585507781e-11
5,4-back,F7,11,1.0683016374292563e-10
5,4-back,F7,12,1.1062624333961104e-10
5,4-back,F7,13,8.21426521930388e-11
5,4-back,F7,14,6.293392935434553e-11
5,4-back,F7,15,9.895054179535015e-11
5,4-back,F7,16,5.1819621796967675e-11
5,4-back,F7,17,8.755233099467344e-11
5,4-back,F7,18,3.9817521877765856e-11
5,4-back,F7,19,1.256491529174966e-10
5,4-back,F7,20,2.383438115040822e-10
5,4-back,F7,21,2.630644995636066e-10
5,4-back,F7,22,4.590629814389055e-11
5,4-back,F7,23,1.9514868951943438e-10
5,4-back,F7,24,2.877933087917395e-10
5,4-back,F7,25,1.2757300466360483e-10
5,4-back,F7,26,1.676776334555135e-11
5,4-back,F7,27,2.6767681280581884e-11
5,4-back,F7,28,2.5768280041188813e-11
5,4-back,F7,29,4.706071957121258e-11
5,4-back,F7,30,7.171211774018663e-11
5,4-back,F7,31,4.5909277619794234e-11
5,4-back,F7,32,3.5902303242953484e-11
5,4-back,F7,33,7.651234086135194e-11
5,4-back,F8,1,8.765698823069547e-11
5,4-back,F8,2,2.0052769956940032e-10
5,4-back,F8,3,1.686481318874732e-10
5,4-back,F8,4,1.913585842132076e-10
5,4-back,F8,5,2.9355888579657407e-10
5,4-back,F8,6,1.3305219295118741e-10
5,4-back,F8,7,1.0047981794895356e-10
5,4-back,F8,8,2.0343293764203034e-10
5,4-back,F8,9,3.035547049518165e-10
5,4-back,F8,10,3.9160896984377406e-11
5,4-back,F8,11,3.166649084664759e-10
5,4-back,F8,12,2.76062392239751e-10
5,4-back,F8,13,1.1737117951987786e-10
5,4-back,F8,14,1.5937053509149666e-10
5,4-back,F8,15,1.0827632705249032e-10
5,4-back,F8,16,1.18774573877328e-10
5,4-back,F8,17,1.213494167054303e-10
5,4-back,F8,18,1.437138650635039e-10
5,4-back,F8,19,1.3418298833845727e-10
5,4-back,F8,20,2.9018404661222615e-10
5,4-back,F8,21,4.738003479072809e-10
5,4-back,F8,22,8.912087012161225e-11
5,4-back,F8,23,2.3223907048147894e-10
5,4-back,F8,24,3.67111273556151e-10
5,4-back,F8,25,3.576482998352394e-10
5,4-back,F8,26,2.566977767551848e-10
5,4-back,F8,27,7.054312526618001e-11
5,4-back,F8,28,1.4740616760594384e-10
5,4-back,F8,29,3.2659577081713824e-10
5,4-back,F8,30,2.8472607707111503e-10
5,4-back,F8,31,1.0029523016045349e-10
5,4-back,F8,32,1.5770793432882283e-10
5,4-back,F8,33,6.309988837033316e-11
5,4-back,Fz,1,1.5123354408985555e-10
5,4-back,Fz,2,2.1902840761993008e-10
5,4-back,Fz,3,2.049308604548606e-10
5,4-back,Fz,4,9.092324812045975e-11
5,4-back,Fz,5,3.9392848978158704e-10
5,4-back,Fz,6,2.8278068247362123e-10
5,4-back,Fz,7,1.968722425300392e-10
5,4-back,Fz,8,2.2691212360828527e-10
5,4-back,Fz,9,3.0723564066487163e-10
5,4-back,Fz,10,1.1622201415421076e-10
5,4-back,Fz,11,1.7317186395669934e-10
5,4-back,Fz,12,2.1288044709755626e-10
5,4-back,Fz,13,1.6391213732181544e-10
5,4-back,Fz,14,6.088192298083154e-11
5,4-back,Fz,15,3.6828151613660926e-10
5,4-back,Fz,16,2.2184624764160443e-10
5,4-back,Fz,17,1.0379222220158318e-10
5,4-back,Fz,18,6.642457658524172e-11
5,4-back,Fz,19,2.487649600133655e-10
5,4-back,Fz,20,3.560159647361274e-10
5,4-back,Fz,21,5.32719329639151e-10
5,4-back,Fz,22,6.661004470113503e-11
5,4-back,Fz,23,2.294370958682898e-10
5,4-back,Fz,24,6.471719148925287e-10
5,4-back,Fz,25,4.0022284322812484e-10
5,4-back,Fz,26,3.1666777982890533e-10
5,4-back,Fz,27,9.65786010914987e-11
5,4-back,Fz,28,1.299187127744679e-10
5,4-back,Fz,29,2.1181205630001728e-10
5,4-back,Fz,30,1.82451635725144e-10
5,4-back,Fz,31,5.994594718703331e-11
5,4-back,Fz,32,1.7838808186725585e-10
5,4-back,Fz,33,5.27765873336338e-11
6,1-back,F3,1,6.208848230620712e-11
6,1-back,F3,2,6.386409735064556e-11
6,1-back,F3,3,1.543735259760986e-10
6,1-back,F3,4,8.686744133075482e-11
6,1-back,F3,5,1.2798702890474415e-10
6,1-back,F3,6,1.46738725898312e-10
6,1-back,F3,7,1.0915708578752235e-10
6,1-back,F3,8,2.1848116089563886e-10
6,1-back,F3,9,1.0312472129411528e-10
6,1-back,F3,10,3.9058461524647707e-10
6,1-back,F3,11,1.1334504090852017e-10
6,1-back,F3,12,1.0808828488148572e-10
6,1-back,F3,13,1.6016772766375486e-10
6,1-back,F3,14,5.952381166216889e-11
6,1-back,F3,15,7.705612707840586e-11
6,1-back,F3,16,8.150402607438715e-11
6,1-back,F3,17,1.0142182075920314e-10
6,1-back,F3,18,5.256037438247881e-11
6,1-back,F3,19,3.0219714736369936e-10
6,1-back,F3,20,2.376780005849325e-10
6,1-back,F3,21,1.7073905461164506e-10
6,1-back,F3,22,7.144794803587852e-11
6,1-back,F3,23,1.4717795795348882e-10
6,1-back,F3,24,2.8129463806466683e-10
6,1-back,F3,25,1.2811834459890786e-10
6,1-back,F3,26,4.8058093949592e-10
6,1-back,F3,27,1.194547771589338e-10
6,1-back,F3,28,4.763237340950069e-10
6,1-back,F3,29,1.4030863409956631e-10
6,1-back,F3,30,2.003853414615864e-10
6,1-back,F3,31,6.587973274156598e-11
6,1-back,F3,32,1.038053988033742e-10
6,1-back,F3,33,1.1360762790533441e-10
6,1-back,F3,34,4.9458475799327924e-11
6,1-back,F3,35,1.189112909278225e-10
6,1-back,F3,36,1.1683428264434203e-10
6,1-back,F3,37,1.4888694630231386e-10
6,1-back,F3,38,9.626427804487225e-11
6,1-back,F3,39,1.4093745482815516e-10
6,1-back,F3,40,1.5023747654141526e-10
6,1-back,F3,41,7.655900884556142e-11
6,1-back,F3,42,1.6720510601248636e-10
6,1-back,F3,43,6.217352885746162e-10
6,1-back,F3,44,1.1522451326090462e-10
6,1-back,F3,45,1.2023886494102042e-10
6,1-back,F3,46,8.814324139866144e-11
6,1-back,F3,47,7.510613759156294e-11
6,1-back,F3,48,2.421475441955259e-10
6,1-back,F3,49,1.935162302350526e-10
6,1-back,F3,50,3.1765397250405153e-10
6,1-back,F3,51,5.8159456869320966e-11
6,1-back,F3,52,5.0022319291377576e-11
6,1-back,F3,53,7.124008649022726e-11
6,1-back,F3,54,2.096144679671795e-11
6,1-back,F3,55,1.6757738910685916e-10
6,1-back,F3,56,2.2230729425264555e-10
6,1-back,F3,57,2.8595415419796643e-10
6,1-back,F3,58,7.112830919116273e-10
6,1-back,F3,59,1.6893362450175068e-10
6,1-back,F3,60,1.181898608790837e-10
6,1-back,F3,61,1.2483775333796909e-10
6,1-back,F3,62,5.194695397257478e-11
6,1-back,F3,63,1.4903934568774044e-10
6,1-back,F3,64,2.556612607140297e-10
6,1-back,F3,65,2.2612792340712676e-10
6,1-back,F3,66,1.7350084775419686e-10
6,1-back,F3,67,7.061161467342087e-11
6,1-back,F3,68,7.633535220095765e-11
6,1-back,F3,69,1.7829206642508877e-10
6,1-back,F3,70,6.167329304773188e-11
6,1-back,F3,71,7.485644841565364e-11
6,1-back,F3,72,2.0547141776189013e-10
6,1-back,F3,73,1.0809189664951671e-10
6,1-back,F3,74,1.1201679351041654e-10
6,1-back,F4,1,4.203684540561185e-11
6,1-back,F4,2,8.642754697187393e-11
6,1-back,F4,3,1.3059407640324322e-10
6,1-back,F4,4,1.838080241517352e-10
6,1-back,F4,5,5.867212104646145e-11
6,1-back,F4,6,1.1074011567682971e-10
6,1-back,F4,7,2.1471524475136944e-10
6,1-back,F4,8,1.4597444154249657e-10
6,1-back,F4,9,4.9550594144892135e-11
6,1-back,F4,10,2.3133326909395e-10
6,1-back,F4,11,1.1332303968875242e-10
6,1-back,F4,12,1.7056494313708042e-10
6,1-back,F4,13,1.0498179172122708e-10
6,1-back,F4,14,9.184018197703959e-11
6,1-back,F4,15,7.37123611508942e-11
6,1-back,F4,16,7.968003206296323e-11
6,1-back,F4,17,3.991663459640385e-11
6,1-back,F4,18,1.1941436096603313e-10
6,1-back,F4,19,2.7537830841784937e-10
6,1-back,F4,20,2.3245340191349888e-10
6,1-back,F4,21,1.2110846774673141e-10
6,1-back,F4,22,4.5094967719320275e-11
6,1-back,F4,23,2.5150888526181414e-11
6,1-back,F4,24,4.354446705714237e-10
6,1-back,F4,25,1.636178459943034e-10
6,1-back,F4,26,3.568216123425566e-10
6,1-back,F4,27,1.171344538598769e-10
6,1-back,F4,28,5.798086032162177e-10
6,1-back,F4,29,1.5631792139287028e-10
6,1-back,F4,30,1.4234053502848004e-10
6,1-back,F4,31,7.03756792546048e-11
6,1-back,F4,32,1.1901871491614248e-10
6,1-back,F4,33,1.0676154002442691e-10
6,1-back,F4,34,4.239615141942887e-11
6,1-back,F4,35,1.0526030552199443e-10
6,1-back,F4,36,7.635374857027676e-11
6,1-back,F4,37,9.031401317140885e-11
6,1-back,F4,38,4.625927530222499e-11
6,1-back,F4,39,1.086620818175224e-10
6,1-back,F4,40,6.179972842344688e-11
6,1-back,F4,41,9.317295382859432e-11
6,1-back,F4,42,9.376295750306592e-11
6,1-back,F4,43,5.981796427648863e-10
6,1-back,F4,44,7.908427102037018e-11
6,1-back,F4,45,1.5434997758111875e-10
6,1-back,F4,46,4.972637927842827e-11
6,1-back,F4,47,1.172508357117524e-10
6,1-back,F4,48,2.9466925355395167e-10
6,1-back,F4,49,1.1141194880587415e-10
6,1-back,F4,50,2.15129018562403e-10
6,1-back,F4,51,3.840944704894122e-11
6,1-back,F4,52,5.1161144116205236e-11
6,1-back,F4,53,5.948524912651726e-11
6,1-back,F4,54,5.098123398397179e-11
6,1-back,F4,55,2.0454114603246547e-10
6,1-back,F4,56,1.0684182227686049e-10
6,1-back,F4,57,3.8159731116873017e-10
6,1-back,F4,58,6.582219251287574e-10
6,1-back,F4,59,4.777706986198126e-11
6,1-back,F4,60,1.5356998730843843e-10
6,1-back,F4,61,6.170170532816478e-11
6,1-back,F4,62,6.902491027556192e-11
6,1-back,F4,63,1.816267409231232e-10
6,1-back,F4,64,2.0954784056262063e-10
6,1-back,F4,65,2.0548049931940619e-10
6,1-back,F4,66,1.3177085419507074e-10
6,1-back,F4,67,5.468501918752194e-11
6,1-back,F4,68,8.473598913008011e-11
6,1-back,F4,69,8.577701140867482e-11
6,1-back,F4,70,8.10065474316254e-11
6,1-back,F4,71,5.023355274283692e-11
6,1-back,F4,72,1.4802557370017355e-10
6,1-back,F4,73,3.2008441546331404e-11
6,1-back,F4,74,4.885921408584402e-11
6,1-back,F7,1,8.106782478824015e-11
6,1-back,F7,2,2.0589986186343234e-10
6,1-back,F7,3,6.701005864302767e-11
6,1-back,F7,4,1.7210616518072315e-11
6,1-back,F7,5,5.295371169305333e-11
6,1-back,F7,6,1.093208677824448e-10
6,1-back,F7,7,6.924823501880685e-11
6,1-back,F7,8,1.748848630184177e-10
6,1-back,F7,9,1.1473854428490527e-10
6,1-back,F7,10,1.8251472143115908e-10
6,1-back,F7,11,8.096730820949952e-11
6,1-back,F7,12,6.39261272724814e-11
6,1-back,F7,13,1.0236247325891705e-10
6,1-back,F7,14,6.241595182505576e-11
6,1-back,F7,15,5.6704096387342374e-11
6,1-back,F7,16,6.656991843095908e-11
6,1-back,F7,17,5.3785318364585446e-11
6,1-back,F7,18,7.888887477057922e-11
6,1-back,F7,19,4.838045204060563e-10
6,1-back,F7,20,6.645058685826795e-11
6,1-back,F7,21,8.580747403967825e-11
6,1-back,F7,22,6.919653431451695e-11
6,1-back,F7,23,2.442208663059709e-10
6,1-back,F7,24,1.8708696180322923e-10
6,1-back,F7,25,9.511076455214786e-11
6,1-back,F7,26,3.1425453891912215e-10
6,1-back,F7,27,1.622860594087904e-10
6,1-back,F7,28,3.9756728746022297e-10
6,1-back,F7,29,6.152651681758825e-11
6,1-back,F7,30,1.051555292773147e-10
6,1-back,F7,31,5.565775298437928e-11
6,1-back,F7,32,5.807430180619331e-11
6,1-back,F7,33,7.656505821289436e-11
6,1-back,F7,34,9.422052891421081e-11
6,1-back,F7,35,6.332968380975574e-11
6,1-back,F7,36,2.376799513779188e-10
6,1-back,F7,37,7.374276973354247e-11
6,1-back,F7,38,1.083813420385361e-10
6,1-back,F7,39,5.825223719367449e-11
6,1-back,F7,40,6.176251095717391e-11
6,1-back,F7,41,1.3423346020962395e-10
6,1-back,F7,42,4.732731960703243e-11
6,1-back,F7,43,7.653661006883598e-10
6,1-back,F7,44,9.511883396921561e-11
6,1-back,F7,45,5.507073689333717e-11
6,1-back,F7,46,1.1507551551284719e-10
6,1-back,F7,47,5.904103858279116e-11
6,1-back,F7,48,1.9813131200310904e-10
6,1-back,F7,49,1.5785660592256336e-10
6,1-back,F7,50,3.821631195692272e-10
6,1-back,F7,51,7.063946028325403e-11
6,1-back,F7,52,3.173619589117282e-11
6,1-back,F7,53,2.0590443317749167e-11
6,1-back,F7,54,2.3342120855287456e-11
6,1-back,F7,55,1.193722979167317e-10
6,1-back,F7,56,5.41935366153051e-11
6,1-back,F7,57,4.6025836307124655e-10
6,1-back,F7,58,4.690276498303991e-10
6,1-back,F7,59,2.5592738585263784e-11
6,1-back,F7,60,1.0410448946389631e-10
6,1-back,F7,61,6.772615542539525e-11
6,1-back,F7,62,3.106765677225572e-11
6,1-back,F7,63,7.457510132078232e-11
6,1-back,F7,64,1.4271251930075235e-10
6,1-back,F7,65,2.674458883026269e-10
6,1-back,F7,66,3.427669136212642e-10
6,1-back,F7,67,6.885187320334011e-11
6,1-back,F7,68,6.457221709271379e-11
6,1-back,F7,69,3.865356923057513e-11
6,1-back,F7,70,5.2943622265761897e-11
6,1-back,F7,71,7.223447873029498e-11
6,1-back,F7,72,1.4515358403292503e-10
6,1-back,F7,73,1.0791925837739642e-10
6,1-back,F7,74,6.205878073174058e-11
6,1-back,F8,1,3.08213262046902e-11
6,1-back,F8,2,6.537502730162591e-11
6,1-back,F8,3,6.055211280209638e-11
6,1-back,F8,4,7.739152672060107e-11
6,1-back,F8,5,1.931422386478771e-11
6,1-back,F8,6,5.7244606145168036e-11
6,1-back,F8,7,1.1194497167695554e-10
6,1-back,F8,8,6.822618473591986e-11
6,1-back,F8,9,3.093007056009701e-11
6,1-back,F8,10,5.611737158049703e-11
6,1-back,F8,11,8.251446173976054e-11
6,1-back,F8,12,7.845556482427275e-11
6,1-back,F8,13,5.782004885278513e-11
6,1-back,F8,14,8.831552647912823e-11
6,1-back,F8,15,6.451852065632784e-11
6,1-back,F8,16,6.645922375010186e-11
6,1-back,F8,17,2.141665567839001e-11
6,1-back,F8,18,4.637178456754751e-11
6,1-back,F8,19,3.823961955706372e-10
6,1-back,F8,20,1.1920834351992693e-10
6,1-back,F8,21,3.816983865439032e-11
6,1-back,F8,22,3.8578482524895846e-11
6,1-back,F8,23,5.490402084317984e-11
