,Sample,Condition,F3_Mean,F4_Mean,F7_Mean,F8_Mean,Fz_Mean,F3_Median,F4_Median,F7_Median,F8_Median,Fz_Median,F3_Q75,F4_Q75,F7_Q75,F8_Q75,Fz_Q75,Frontal_Mean,Frontal_Median,Frontal_Q75
55,14,4-back,9.654448847087469e-08,8.37156318712839e-08,1.9530290333726796e-07,1.1791533675541119e-07,9.30890172933757e-08,8.289059490552804e-08,7.07989315648591e-08,1.5468573694447105e-07,9.428808511588198e-08,8.285364998004616e-08,1.2998283396191437e-07,1.1181070394170705e-07,2.486308946629426e-07,1.6477513610776722e-07,1.203994095917004e-07,1.1731347554564269e-07,9.710339970215728e-08,1.5511979565320632e-07
56,15,1-back,7.956534736202422e-08,7.543318425973396e-08,7.445307928508107e-08,6.324516735404378e-08,9.319794879353822e-08,6.60802103252847e-08,6.431201262815089e-08,6.799600826483578e-08,6.020399499427555e-08,8.669836455369393e-08,9.404406972526879e-08,9.799270100927792e-08,1.0211122951282636e-07,7.947447725943584e-08,1.1047105953125463e-07,7.717894541088425e-08,6.905811815324818e-08,9.681870740761271e-08
57,15,2-back,8.267384419376607e-08,7.30053490045864e-08,7.747857182245195e-08,5.998431108452357e-08,9.2566672113333e-08,7.827416545614481e-08,6.725600961937679e-08,7.440350508162776e-08,5.872602907456777e-08,8.231047161394556e-08,9.977492650477843e-08,9.301589439454161e-08,9.134671527674001e-08,7.528395412178049e-08,1.1697944730285818e-07,7.71417496437322e-08,7.219403616913254e-08,9.528018752013975e-08
58,15,3-back,1.0919528200372121e-07,9.511254992972387e-08,1.0580866850252101e-07,7.619340969672334e-08,1.2511926584767998e-07,1.0128212833006492e-07,9.282358300059321e-08,9.145084158117864e-08,7.573198470622283e-08,1.3039211570957624e-07,1.2700208687318335e-07,1.1415080490402829e-07,1.4473435183101085e-07,9.195921431767014e-08,1.4981636039579357e-07,1.0228583519607389e-07,9.833613066552716e-08,1.2553256366433725e-07
59,15,4-back,8.896770781214555e-08,7.788791526401509e-08,8.525710715737143e-08,6.491667267138447e-08,1.0010599258260989e-07,8.100445906620178e-08,7.880592367566853e-08,8.113405479232469e-08,6.536161216407708e-08,9.510252351660353e-08,1.0470725832685815e-07,9.308704544317689e-08,1.047262133703463e-07,8.018711563889778e-08,1.175499782684958e-07,8.342707909750529e-08,8.028171464297513e-08,1.0005152220955499e-07
60,16,1-back,2.3404916866536038e-07,3.856294111665304e-08,4.943623351127953e-08,3.213840917542386e-08,5.489292003724717e-08,7.270500203650153e-08,3.3433167502232856e-08,2.998468817809917e-08,2.3162749197425284e-08,4.741512444664581e-08,2.179504460999501e-07,4.5984158255170086e-08,4.977264265210813e-08,3.467494220241988e-08,6.605876310501514e-08,8.181593450119279e-08,4.1340146272180934e-08,8.288819046293267e-08
61,16,2-back,1.6685780233516365e-07,3.9216127335657415e-08,4.584359039669219e-08,2.7812514562531858e-08,5.9562800084132776e-08,5.9081748696892134e-08,3.53169734043827e-08,3.4908659266711775e-08,2.236555027021902e-08,5.362196364888142e-08,9.200015993667217e-08,4.7584745288383094e-08,4.976119825098671e-08,3.4127218632279974e-08,6.435635122329889e-08,6.785856694283558e-08,4.105897905741741e-08,5.756593466632417e-08
62,16,3-back,2.574491331124814e-07,2.71529523279848e-07,2.576570794510829e-07,1.0134850604661194e-07,1.6192598237895595e-07,1.627108298051325e-07,1.1029065175014423e-07,1.717581158627193e-07,8.04376934174839e-08,1.0884073149313005e-07,3.7879492004230244e-07,2.934255167079305e-07,3.126812979924533e-07,1.299789905013267e-07,1.7576975929213877e-07,2.09982044853796e-07,1.26807604465722e-07,2.5813009690723033e-07
63,16,4-back,5.465796673792513e-08,4.3322312819697734e-08,6.96357177588526e-08,4.231455054437509e-08,5.9587101352861596e-08,4.7932524108560597e-08,3.763887278082497e-08,5.1352661907966795e-08,2.555749386222565e-08,5.2887664661340716e-08,6.018853098240272e-08,5.185554762025335e-08,8.248376585242603e-08,5.6234348497613054e-08,6.790850667806418e-08,5.390352984274244e-08,4.307384346418375e-08,6.373413992615187e-08
64,17,1-back,4.2306218677687e-08,4.180079053801527e-08,4.722826408810118e-07,4.385542446512396e-08,4.724143461399048e-08,3.978459104918042e-08,3.753199839796023e-08,1.1747450338935623e-07,3.636885325133734e-08,4.485723251639754e-08,4.981476789099997e-08,4.830001849972023e-08,4.6275702260202284e-07,4.574658162362121e-08,5.393728430881682e-08,1.294973018351657e-07,5.5203435720846344e-08,1.3211113498503623e-07
65,17,2-back,4.506895347848486e-08,4.365611293860334e-08,7.256054419351445e-08,3.6690578505539775e-08,5.187142916908482e-08,4.3058300786714974e-08,4.2872048298813197e-08,6.09201957033225e-08,3.4610889227793833e-08,4.739151028178785e-08,5.4032083764629175e-08,5.374452207968487e-08,8.808486798118677e-08,4.2554517621398426e-08,6.075934077464904e-08,4.996952365704545e-08,4.577058885968647e-08,5.983506644430966e-08
66,17,3-back,4.3880584136056905e-08,4.1172187450856596e-08,9.90947514753168e-08,4.403958003135296e-08,4.720292220502517e-08,4.1066553000677156e-08,3.9363635335289436e-08,5.733217448211197e-08,4.015762709197072e-08,4.492436639209389e-08,5.001420781492936e-08,4.8378042318736855e-08,8.375871122079053e-08,5.4714834588585656e-08,5.3687500834277356e-08,5.507800505972168e-08,4.456887126042864e-08,5.811065935546395e-08
67,17,4-back,3.9234192094554295e-08,3.691841846802706e-08,6.926733509585285e-07,3.092354528850841e-08,4.416693817769608e-08,3.5608461878952366e-08,3.524230162881914e-08,1.0157277387006974e-07,2.8246712011757415e-08,4.1076774241383444e-08,4.454711664130497e-08,4.247580168383483e-08,2.260222849813543e-07,3.778236011681742e-08,5.106625954664465e-08,1.6878328899746284e-07,4.834940472619642e-08,8.037876459399124e-08
68,18,1-back,4.739771253673783e-08,4.464469994769411e-08,2.4162956956289188e-08,2.3955189059305706e-08,6.326071532547826e-08,4.3896058030067847e-08,4.226526410849496e-08,2.2157611630928923e-08,2.0256848582899515e-08,5.7326576887760665e-08,6.124196470583184e-08,5.256096894790806e-08,2.877398963980225e-08,3.014254831736835e-08,7.283146798534632e-08,4.0684254765101016e-08,3.718047184803038e-08,4.9110187919251365e-08
69,18,2-back,4.694607157543579e-08,4.030365793488903e-08,2.4380417474138112e-08,1.947943118945438e-08,5.838621905674874e-08,4.138924992097386e-08,3.7799700395162884e-08,2.236751601272883e-08,1.946005377657724e-08,5.0103359565549116e-08,5.7983842605071277e-08,4.815071553670656e-08,3.080079408889482e-08,2.3716463787052887e-08,6.683646188906392e-08,3.7899159446133215e-08,3.4223975934198386e-08,4.5497655581357894e-08
70,18,3-back,4.366413449051812e-08,3.958763779895206e-08,2.5809783778797364e-08,2.1813336758322164e-08,5.554671511446725e-08,4.2515328085774135e-08,3.6873703901978715e-08,2.4617032745751396e-08,2.1627790514529075e-08,4.918317020426998e-08,5.0127260033085107e-08,4.642161411528932e-08,3.087094674302492e-08,2.6410645917532767e-08,6.443441301664958e-08,3.728432158821139e-08,3.496340509046066e-08,4.365297596511634e-08
71,18,4-back,4.876476463930281e-08,4.4801797928925685e-08,2.6234751633430537e-08,2.3920129876188566e-08,6.283154323631625e-08,4.5599908281098195e-08,4.3973496006837136e-08,2.5277959753218106e-08,2.2614949984763583e-08,5.8374904679442854e-08,5.788923162552907e-08,5.529491874492236e-08,3.014116969541096e-08,2.8573798526929826e-08,7.828275360656709e-08,4.131059746283278e-08,3.9168243741071976e-08,5.0036374439871865e-08
